customer_id,trans_date,response,month,tran_amount,month_year
CS3005,4/15/2012,1,4,71,2012-04
CS5569,8/21/2013,0,8,76,2013-08
CS2707,4/18/2014,0,4,69,2014-04
CS4201,11/15/2013,0,11,70,2013-11
CS3740,5/30/2011,0,5,59,2011-05
CS5148,11/8/2014,0,11,41,2014-11
CS2937,3/16/2014,0,3,46,2014-03
CS1906,8/8/2014,0,8,73,2014-08
CS1200,10/20/2011,0,10,75,2011-10
CS5038,11/21/2014,0,11,80,2014-11
CS6007,1/23/2015,0,1,60,2015-01
CS4368,5/18/2014,0,5,69,2014-05
CS5634,4/5/2013,0,4,51,2013-04
CS3136,7/24/2013,1,7,54,2013-07
CS1932,8/9/2012,0,8,43,2012-08
CS5676,5/29/2011,0,5,92,2011-05
CS3027,2/9/2015,0,2,84,2015-02
CS3403,2/1/2015,0,2,48,2015-02
CS1540,12/1/2013,0,12,75,2013-12
CS2793,10/12/2013,0,10,94,2013-10
CS5998,9/14/2011,1,9,68,2011-09
CS2101,10/1/2011,1,10,47,2011-10
CS3935,5/13/2012,0,5,70,2012-05
CS2180,5/22/2014,0,5,52,2014-05
CS1622,5/5/2013,1,5,81,2013-05
CS2224,12/14/2013,0,12,42,2013-12
CS3121,8/10/2012,0,8,50,2012-08
CS1571,2/3/2013,0,2,66,2013-02
CS3739,10/1/2011,0,10,53,2011-10
CS5122,8/4/2014,0,8,60,2014-08
CS2017,5/6/2014,0,5,104,2014-05
CS4283,11/15/2011,0,11,54,2011-11
CS1773,6/5/2013,0,6,40,2013-06
CS2679,3/5/2014,0,3,74,2014-03
CS1470,12/18/2014,0,12,97,2014-12
CS5765,2/22/2015,0,2,83,2015-02
CS1934,7/26/2011,0,7,45,2011-07
CS3183,10/17/2013,0,10,96,2013-10
CS1471,9/8/2012,0,9,65,2012-09
CS4646,11/11/2011,0,11,58,2011-11
CS1895,8/8/2011,1,8,100,2011-08
CS6047,7/5/2013,0,7,82,2013-07
CS5890,2/16/2012,0,2,75,2012-02
CS3535,5/28/2011,0,5,72,2011-05
CS1313,5/31/2014,0,5,60,2014-05
CS1401,1/25/2015,0,1,55,2015-01
CS2871,3/26/2012,0,3,64,2012-03
CS2841,6/24/2013,0,6,43,2013-06
CS3707,2/13/2015,0,2,102,2015-02
CS1696,11/30/2011,1,11,62,2011-11
CS2915,7/15/2011,0,7,38,2011-07
CS3740,11/19/2011,0,11,73,2011-11
CS4189,4/9/2012,0,4,37,2012-04
CS4317,8/10/2011,0,8,72,2011-08
CS5278,3/27/2013,0,3,46,2013-03
CS2158,5/22/2014,0,5,75,2014-05
CS1603,3/10/2013,0,3,89,2013-03
CS4464,6/21/2011,0,6,66,2011-06
CS5132,6/28/2014,0,6,101,2014-06
CS1370,7/6/2013,1,7,95,2013-07
CS2025,8/9/2013,0,8,79,2013-08
CS5752,5/2/2013,0,5,79,2013-05
CS4458,3/20/2012,1,3,65,2012-03
CS5439,12/3/2012,0,12,75,2012-12
CS5077,10/30/2011,0,10,86,2011-10
CS2387,12/12/2012,0,12,58,2012-12
CS4965,1/3/2015,0,1,102,2015-01
CS1205,3/6/2013,0,3,50,2013-03
CS1877,12/18/2011,0,12,40,2011-12
CS5094,6/16/2012,0,6,39,2012-06
CS4699,4/26/2013,1,4,92,2013-04
CS3955,1/26/2013,0,1,82,2013-01
CS5083,7/23/2014,0,7,94,2014-07
CS4604,5/10/2012,1,5,82,2012-05
CS1286,1/26/2014,1,1,89,2014-01
CS5119,8/22/2014,0,8,100,2014-08
CS5058,7/20/2012,0,7,93,2012-07
CS4063,10/1/2014,0,10,63,2014-10
CS5585,6/23/2013,0,6,72,2013-06
CS2473,5/5/2014,0,5,36,2014-05
CS2632,3/15/2013,0,3,39,2013-03
CS5933,8/16/2013,0,8,52,2013-08
CS4245,11/3/2014,0,11,52,2014-11
CS2045,10/23/2014,0,10,80,2014-10
CS2797,9/8/2013,1,9,37,2013-09
CS5249,8/13/2012,0,8,75,2012-08
CS1294,6/10/2013,0,6,83,2013-06
CS1951,5/8/2012,0,5,49,2012-05
CS5568,1/15/2012,0,1,41,2012-01
CS2085,12/1/2012,1,12,88,2012-12
CS5502,10/11/2012,0,10,60,2012-10
CS2385,11/17/2013,1,11,103,2013-11
CS5243,8/31/2012,0,8,39,2012-08
CS3667,12/20/2012,0,12,38,2012-12
CS2254,3/16/2012,1,3,49,2012-03
CS2285,7/16/2013,0,7,90,2013-07
CS4197,12/8/2014,0,12,57,2014-12
CS3725,6/8/2013,0,6,104,2013-06
CS3225,7/30/2013,0,7,36,2013-07
CS4705,5/20/2014,0,5,101,2014-05
CS5630,5/23/2013,1,5,40,2013-05
CS1990,10/30/2011,0,10,96,2011-10
CS2960,4/1/2012,0,4,49,2012-04
CS3353,8/3/2014,0,8,81,2014-08
CS3357,10/25/2011,0,10,75,2011-10
CS4118,7/23/2012,0,7,84,2012-07
CS4695,1/21/2012,0,1,101,2012-01
CS1211,5/8/2013,0,5,61,2013-05
CS1527,6/29/2011,0,6,75,2011-06
CS4431,8/29/2011,0,8,49,2011-08
CS2982,8/8/2012,0,8,64,2012-08
CS5619,6/14/2014,0,6,71,2014-06
CS4981,5/25/2011,0,5,72,2011-05
CS3580,7/5/2013,0,7,90,2013-07
CS2898,3/29/2012,0,3,71,2012-03
CS2768,8/23/2013,0,8,103,2013-08
CS5107,11/10/2011,0,11,76,2011-11
CS5414,7/19/2011,0,7,98,2011-07
CS1616,8/25/2013,0,8,51,2013-08
CS1293,6/15/2011,1,6,37,2011-06
CS1934,3/18/2012,0,3,71,2012-03
CS1142,10/31/2012,1,10,76,2012-10
CS2505,6/25/2011,0,6,49,2011-06
CS5068,6/18/2014,0,6,96,2014-06
CS4071,7/15/2012,0,7,61,2012-07
CS1494,2/22/2012,0,2,63,2012-02
CS4516,8/31/2011,0,8,64,2011-08
CS4693,2/15/2015,0,2,40,2015-02
CS3894,6/21/2014,1,6,86,2014-06
CS2714,2/12/2013,0,2,51,2013-02
CS4189,2/23/2015,0,2,95,2015-02
CS3533,7/31/2014,0,7,68,2014-07
CS3189,11/3/2014,0,11,61,2014-11
CS2501,2/17/2015,1,2,61,2015-02
CS2452,5/5/2014,0,5,62,2014-05
CS5722,9/10/2014,0,9,84,2014-09
CS3670,10/5/2011,0,10,91,2011-10
CS5969,12/13/2014,1,12,92,2014-12
CS1653,4/22/2013,1,4,70,2013-04
CS5133,3/18/2013,1,3,66,2013-03
CS3789,4/20/2013,0,4,72,2013-04
CS3589,11/29/2014,0,11,52,2014-11
CS1336,10/13/2012,0,10,76,2012-10
CS5790,2/24/2014,0,2,83,2014-02
CS5051,8/3/2013,0,8,71,2013-08
CS5703,3/8/2015,0,3,54,2015-03
CS1926,8/10/2014,0,8,45,2014-08
CS1724,2/12/2015,0,2,98,2015-02
CS1682,8/8/2012,0,8,93,2012-08
CS1536,1/28/2014,0,1,47,2014-01
CS2074,7/19/2012,0,7,64,2012-07
CS3574,3/1/2013,0,3,66,2013-03
CS4792,8/10/2011,0,8,69,2011-08
CS2381,10/6/2014,0,10,75,2014-10
CS2722,6/29/2014,0,6,79,2014-06
CS5424,11/28/2012,1,11,75,2012-11
CS2332,6/16/2013,0,6,60,2013-06
CS3348,4/3/2014,0,4,90,2014-04
CS4389,5/25/2011,1,5,88,2011-05
CS1143,1/12/2014,1,1,75,2014-01
CS3694,4/5/2014,1,4,45,2014-04
CS4764,8/18/2014,0,8,99,2014-08
CS4939,10/26/2011,1,10,81,2011-10
CS5141,11/25/2013,1,11,69,2013-11
CS1753,11/7/2012,0,11,44,2012-11
CS2877,7/25/2013,0,7,84,2013-07
CS3486,5/14/2014,0,5,49,2014-05
CS2988,5/8/2012,0,5,58,2012-05
CS5914,6/18/2013,0,6,60,2013-06
CS3012,10/21/2011,0,10,52,2011-10
CS3285,12/12/2013,0,12,59,2013-12
CS3060,3/3/2013,0,3,99,2013-03
CS3761,8/13/2013,1,8,93,2013-08
CS3518,3/3/2014,0,3,38,2014-03
CS1248,7/12/2014,0,7,50,2014-07
CS2932,12/22/2011,0,12,92,2011-12
CS3579,9/27/2013,0,9,98,2013-09
CS4011,2/6/2012,0,2,81,2012-02
CS2765,3/4/2015,0,3,89,2015-03
CS1545,7/16/2012,0,7,57,2012-07
CS3042,7/4/2014,0,7,45,2014-07
CS3650,1/9/2014,0,1,55,2014-01
CS1528,2/27/2015,0,2,94,2015-02
CS3838,10/5/2014,0,10,75,2014-10
CS2519,9/23/2014,0,9,85,2014-09
CS4513,3/5/2015,0,3,105,2015-03
CS6030,1/19/2012,0,1,36,2012-01
CS6007,12/13/2014,0,12,56,2014-12
CS5510,3/9/2012,0,3,95,2012-03
CS1565,3/14/2013,0,3,65,2013-03
CS1203,9/16/2012,1,9,48,2012-09
CS4901,5/20/2013,0,5,36,2013-05
CS1788,9/10/2011,0,9,65,2011-09
CS3596,8/16/2013,0,8,97,2013-08
CS5678,9/9/2014,0,9,44,2014-09
CS1524,7/19/2014,0,7,70,2014-07
CS3608,11/19/2014,1,11,40,2014-11
CS4711,7/21/2014,0,7,68,2014-07
CS2085,3/15/2012,1,3,54,2012-03
CS5837,6/1/2012,0,6,92,2012-06
CS2811,9/17/2011,0,9,59,2011-09
CS3552,6/30/2012,0,6,84,2012-06
CS4421,8/2/2011,0,8,68,2011-08
CS2926,6/2/2011,0,6,63,2011-06
CS5001,12/25/2013,1,12,45,2013-12
CS1699,10/15/2013,0,10,89,2013-10
CS4121,3/25/2014,0,3,66,2014-03
CS3615,12/22/2013,0,12,90,2013-12
CS5841,1/22/2012,0,1,71,2012-01
CS5575,5/31/2012,0,5,72,2012-05
CS1371,11/3/2011,0,11,61,2011-11
CS4692,6/10/2014,0,6,38,2014-06
CS3062,6/5/2012,0,6,95,2012-06
CS2177,12/8/2014,1,12,61,2014-12
CS5091,6/26/2013,0,6,54,2013-06
CS2856,12/9/2012,0,12,96,2012-12
CS2280,11/30/2014,0,11,54,2014-11
CS1820,5/16/2012,0,5,93,2012-05
CS3029,4/22/2014,0,4,91,2014-04
CS5118,10/15/2011,0,10,99,2011-10
CS3050,9/30/2014,0,9,61,2014-09
CS2692,8/24/2013,0,8,67,2013-08
CS4415,4/25/2013,0,4,69,2013-04
CS1801,12/29/2011,0,12,78,2011-12
CS2436,2/24/2015,0,2,105,2015-02
CS4081,5/18/2012,0,5,57,2012-05
CS4753,7/30/2011,0,7,55,2011-07
CS5478,6/6/2014,0,6,91,2014-06
CS5111,6/2/2014,1,6,36,2014-06
CS2871,9/15/2011,0,9,56,2011-09
CS3786,12/24/2012,0,12,43,2012-12
CS4927,5/4/2012,0,5,101,2012-05
CS4517,7/9/2012,0,7,36,2012-07
CS5862,3/7/2015,0,3,59,2015-03
CS4070,5/10/2014,0,5,50,2014-05
CS4395,7/9/2011,0,7,77,2011-07
CS4841,4/22/2013,0,4,79,2013-04
CS1478,7/28/2011,0,7,104,2011-07
CS3814,2/2/2014,0,2,105,2014-02
CS1724,2/15/2015,0,2,98,2015-02
CS2606,12/27/2014,0,12,41,2014-12
CS1870,7/3/2013,1,7,42,2013-07
CS2776,12/10/2012,0,12,59,2012-12
CS2432,8/10/2011,0,8,103,2011-08
CS3808,8/20/2012,0,8,38,2012-08
CS3966,11/3/2012,0,11,82,2012-11
CS4183,2/5/2014,1,2,74,2014-02
CS4831,6/21/2012,0,6,66,2012-06
CS4760,2/2/2012,0,2,103,2012-02
CS3502,6/4/2011,0,6,37,2011-06
CS1761,3/20/2014,0,3,99,2014-03
CS4679,11/13/2013,0,11,85,2013-11
CS2588,9/22/2014,1,9,54,2014-09
CS1526,1/15/2015,0,1,85,2015-01
CS4977,9/9/2012,0,9,39,2012-09
CS6094,5/24/2012,0,5,88,2012-05
CS4901,12/10/2012,0,12,90,2012-12
CS3249,3/9/2013,1,3,65,2013-03
CS3491,6/11/2012,0,6,91,2012-06
CS1774,9/2/2012,0,9,96,2012-09
CS2642,11/4/2013,0,11,49,2013-11
CS5082,8/25/2011,0,8,36,2011-08
CS5076,8/29/2013,1,8,59,2013-08
CS1427,6/9/2012,0,6,62,2012-06
CS4754,9/27/2014,0,9,53,2014-09
CS4609,9/28/2014,0,9,65,2014-09
CS4396,8/22/2014,0,8,36,2014-08
CS3953,5/11/2012,0,5,86,2012-05
CS1863,6/26/2011,0,6,58,2011-06
CS2889,10/7/2012,1,10,101,2012-10
CS3024,7/17/2011,0,7,37,2011-07
CS3497,11/11/2013,0,11,88,2013-11
CS5616,4/3/2013,0,4,57,2013-04
CS4378,11/7/2011,0,11,57,2011-11
CS2614,2/10/2012,0,2,39,2012-02
CS2492,7/7/2011,0,7,67,2011-07
CS3278,2/26/2012,0,2,88,2012-02
CS4863,11/7/2014,0,11,75,2014-11
CS3915,8/17/2012,0,8,49,2012-08
CS5896,7/24/2014,0,7,54,2014-07
CS2855,9/14/2012,0,9,101,2012-09
CS4643,10/9/2012,0,10,75,2012-10
CS2645,4/23/2012,0,4,76,2012-04
CS5037,9/14/2014,0,9,83,2014-09
CS2010,8/18/2012,0,8,81,2012-08
CS3165,7/21/2013,0,7,77,2013-07
CS4799,9/6/2013,0,9,68,2013-09
CS1391,2/8/2014,0,2,44,2014-02
CS3037,12/20/2012,0,12,35,2012-12
CS2042,12/6/2014,0,12,49,2014-12
CS2516,9/4/2014,0,9,87,2014-09
CS3260,11/1/2012,1,11,50,2012-11
CS2089,8/27/2013,0,8,52,2013-08
CS4353,12/27/2014,0,12,99,2014-12
CS2511,9/6/2011,0,9,79,2011-09
CS1470,1/11/2015,0,1,70,2015-01
CS2202,11/9/2011,0,11,87,2011-11
CS2530,3/29/2013,0,3,54,2013-03
CS4427,7/10/2014,0,7,50,2014-07
CS4254,9/11/2011,0,9,58,2011-09
CS4881,5/21/2014,0,5,70,2014-05
CS3360,9/5/2011,0,9,54,2011-09
CS3075,3/16/2014,0,3,91,2014-03
CS5962,8/13/2011,0,8,38,2011-08
CS5876,3/20/2013,0,3,57,2013-03
CS1280,7/1/2011,0,7,66,2011-07
CS1401,4/24/2012,0,4,68,2012-04
CS1724,1/14/2014,0,1,55,2014-01
CS2929,8/9/2012,0,8,44,2012-08
CS2131,7/12/2013,0,7,89,2013-07
CS1124,10/7/2011,0,10,66,2011-10
CS2349,2/19/2015,0,2,50,2015-02
CS2360,10/29/2012,0,10,47,2012-10
CS2935,12/19/2014,0,12,61,2014-12
CS2073,2/9/2015,0,2,83,2015-02
CS3509,11/28/2014,0,11,104,2014-11
CS4981,12/1/2014,0,12,92,2014-12
CS3827,1/21/2013,0,1,35,2013-01
CS3664,4/3/2012,0,4,84,2012-04
CS4790,10/30/2012,0,10,91,2012-10
CS5797,2/26/2014,1,2,68,2014-02
CS1166,9/20/2011,0,9,104,2011-09
CS3831,2/24/2015,0,2,43,2015-02
CS1538,4/25/2013,0,4,81,2013-04
CS1522,5/3/2012,0,5,35,2012-05
CS5480,1/19/2015,1,1,73,2015-01
CS4297,6/10/2011,1,6,90,2011-06
CS5395,9/22/2014,1,9,66,2014-09
CS5143,1/14/2012,0,1,96,2012-01
CS1371,12/6/2012,0,12,101,2012-12
CS3477,12/29/2013,0,12,39,2013-12
CS1408,10/7/2011,0,10,100,2011-10
CS1591,10/14/2011,0,10,44,2011-10
CS2465,9/11/2013,0,9,105,2013-09
CS4575,3/24/2012,0,3,39,2012-03
CS3783,5/17/2013,0,5,104,2013-05
CS4600,9/13/2013,0,9,59,2013-09
CS5308,5/5/2012,1,5,77,2012-05
CS3991,8/19/2011,0,8,48,2011-08
CS1841,10/27/2013,0,10,40,2013-10
CS1617,3/16/2013,0,3,80,2013-03
CS5767,3/16/2012,0,3,54,2012-03
CS2151,11/27/2012,0,11,104,2012-11
CS5231,8/21/2012,0,8,66,2012-08
CS5460,6/14/2014,0,6,77,2014-06
CS5595,8/11/2014,0,8,85,2014-08
CS3274,7/15/2012,0,7,52,2012-07
CS4864,8/29/2011,0,8,86,2011-08
CS2873,3/8/2014,0,3,83,2014-03
CS5244,7/31/2014,0,7,43,2014-07
CS3493,11/13/2011,0,11,55,2011-11
CS4055,6/22/2012,0,6,40,2012-06
CS1221,3/1/2014,0,3,57,2014-03
CS1838,7/18/2011,0,7,49,2011-07
CS4945,1/24/2014,0,1,51,2014-01
CS3705,1/11/2012,0,1,66,2012-01
CS2856,7/4/2014,0,7,85,2014-07
CS3830,7/1/2012,0,7,95,2012-07
CS1129,10/8/2011,0,10,44,2011-10
CS2865,9/10/2011,0,9,72,2011-09
CS3630,7/11/2014,0,7,81,2014-07
CS1525,8/28/2014,0,8,103,2014-08
CS2609,2/22/2014,0,2,89,2014-02
CS4512,4/12/2013,0,4,37,2013-04
CS5826,3/19/2014,0,3,64,2014-03
CS3540,11/28/2012,0,11,37,2012-11
CS4529,2/11/2014,0,2,94,2014-02
CS3932,5/19/2014,0,5,48,2014-05
CS5652,5/14/2012,0,5,52,2012-05
CS3034,6/22/2012,0,6,38,2012-06
CS4488,11/11/2013,0,11,55,2013-11
CS1364,9/5/2011,0,9,90,2011-09
CS1496,9/24/2012,0,9,53,2012-09
CS2113,12/23/2013,1,12,36,2013-12
CS3069,5/26/2011,0,5,67,2011-05
CS2983,12/14/2012,0,12,87,2012-12
CS6089,10/11/2012,0,10,70,2012-10
CS2995,3/6/2013,0,3,91,2013-03
CS2049,12/17/2011,0,12,64,2011-12
CS4927,8/13/2011,0,8,84,2011-08
CS3673,2/24/2015,0,2,58,2015-02
CS4717,12/6/2013,1,12,65,2013-12
CS4496,9/6/2013,0,9,87,2013-09
CS4670,11/19/2014,0,11,75,2014-11
CS1747,6/10/2014,0,6,76,2014-06
CS3682,6/3/2014,0,6,58,2014-06
CS3315,4/16/2013,0,4,63,2013-04
CS1329,3/8/2013,0,3,48,2013-03
CS1555,10/9/2014,0,10,103,2014-10
CS2205,9/20/2011,0,9,91,2011-09
CS3646,12/29/2013,0,12,92,2013-12
CS3067,12/25/2013,0,12,95,2013-12
CS2127,9/16/2014,0,9,38,2014-09
CS2304,10/24/2011,0,10,49,2011-10
CS1499,6/13/2014,0,6,104,2014-06
CS3611,6/28/2013,0,6,59,2013-06
CS1368,5/30/2013,0,5,104,2013-05
CS4451,7/28/2012,1,7,51,2012-07
CS3274,1/28/2015,0,1,42,2015-01
CS4782,6/11/2012,0,6,94,2012-06
CS1318,2/18/2013,0,2,77,2013-02
CS1155,7/1/2011,0,7,77,2011-07
CS5800,1/30/2014,0,1,101,2014-01
CS3054,1/13/2012,0,1,82,2012-01
CS2941,3/24/2012,0,3,64,2012-03
CS3627,10/15/2012,0,10,45,2012-10
CS5607,7/3/2014,0,7,61,2014-07
CS5146,7/7/2011,0,7,79,2011-07
CS4289,12/24/2014,0,12,98,2014-12
CS5093,8/20/2011,1,8,37,2011-08
CS2749,5/21/2011,0,5,64,2011-05
CS4575,7/3/2014,0,7,80,2014-07
CS2907,3/9/2014,0,3,48,2014-03
CS2541,3/24/2012,1,3,83,2012-03
CS1664,10/18/2013,0,10,64,2013-10
CS4039,11/16/2014,0,11,80,2014-11
CS4672,7/26/2011,0,7,102,2011-07
CS1897,1/2/2015,0,1,78,2015-01
CS1987,9/29/2011,0,9,65,2011-09
CS4372,1/12/2015,0,1,83,2015-01
CS2055,5/26/2014,0,5,105,2014-05
CS2242,6/30/2011,0,6,90,2011-06
CS6053,6/22/2012,0,6,87,2012-06
CS2244,6/22/2014,1,6,75,2014-06
CS5560,9/3/2014,0,9,64,2014-09
CS5053,10/19/2012,0,10,94,2012-10
CS3426,6/11/2012,0,6,60,2012-06
CS2759,10/9/2014,0,10,40,2014-10
CS6001,8/28/2012,0,8,65,2012-08
CS3932,3/18/2014,0,3,63,2014-03
CS5298,2/25/2014,0,2,43,2014-02
CS3713,3/12/2013,0,3,85,2013-03
CS2034,4/17/2012,0,4,58,2012-04
CS2692,3/13/2013,0,3,66,2013-03
CS4300,1/22/2012,0,1,56,2012-01
CS2610,11/18/2014,0,11,40,2014-11
CS4776,7/17/2011,0,7,88,2011-07
CS3857,4/1/2012,0,4,69,2012-04
CS4625,3/10/2014,0,3,83,2014-03
CS2062,2/17/2014,0,2,76,2014-02
CS3761,3/7/2014,1,3,104,2014-03
CS5547,2/6/2013,1,2,54,2013-02
CS5610,5/10/2014,0,5,43,2014-05
CS2103,2/5/2015,0,2,78,2015-02
CS4252,4/21/2014,0,4,87,2014-04
CS3169,10/19/2011,0,10,59,2011-10
CS5473,3/12/2012,0,3,65,2012-03
CS1753,10/29/2011,0,10,104,2011-10
CS1542,11/12/2011,0,11,99,2011-11
CS2604,9/16/2014,0,9,72,2014-09
CS3155,12/24/2012,0,12,65,2012-12
CS2915,9/10/2014,0,9,77,2014-09
CS4718,11/12/2012,0,11,39,2012-11
CS2669,5/19/2014,0,5,36,2014-05
CS4304,1/10/2013,0,1,91,2013-01
CS3769,10/19/2011,0,10,95,2011-10
CS1978,10/5/2011,0,10,67,2011-10
CS3146,7/16/2011,0,7,50,2011-07
CS1991,8/21/2014,0,8,78,2014-08
CS5792,1/10/2014,0,1,68,2014-01
CS2687,9/20/2011,0,9,38,2011-09
CS2029,7/14/2013,0,7,86,2013-07
CS5252,8/31/2011,0,8,41,2011-08
CS5716,10/21/2014,0,10,79,2014-10
CS5669,5/18/2013,1,5,103,2013-05
CS5049,7/23/2013,0,7,99,2013-07
CS2880,7/31/2011,0,7,87,2011-07
CS1154,2/7/2013,0,2,74,2013-02
CS2363,2/26/2015,0,2,78,2015-02
CS4175,2/23/2013,0,2,61,2013-02
CS4470,2/5/2014,1,2,92,2014-02
CS1296,5/25/2011,0,5,90,2011-05
CS2364,6/29/2012,0,6,87,2012-06
CS2931,11/10/2014,1,11,53,2014-11
CS2340,10/17/2012,0,10,58,2012-10
CS1379,4/27/2014,0,4,68,2014-04
CS3704,9/16/2013,1,9,42,2013-09
CS1667,12/3/2012,0,12,71,2012-12
CS5542,12/14/2012,0,12,57,2012-12
CS1647,8/12/2012,0,8,74,2012-08
CS4765,7/26/2013,0,7,71,2013-07
CS5092,2/23/2015,0,2,93,2015-02
CS2881,3/28/2013,0,3,51,2013-03
CS3746,7/18/2011,0,7,47,2011-07
CS1787,6/9/2014,0,6,71,2014-06
CS1456,11/8/2013,0,11,77,2013-11
CS3590,4/14/2013,0,4,84,2013-04
CS1629,8/2/2013,0,8,39,2013-08
CS5340,3/3/2015,0,3,92,2015-03
CS2269,8/7/2013,0,8,56,2013-08
CS4629,7/4/2012,0,7,86,2012-07
CS1731,11/21/2012,0,11,41,2012-11
CS2858,5/3/2014,0,5,64,2014-05
CS1466,7/23/2011,0,7,77,2011-07
CS3986,1/25/2012,0,1,94,2012-01
CS4035,4/20/2014,0,4,61,2014-04
CS4130,8/14/2013,0,8,73,2013-08
CS2482,8/31/2014,0,8,102,2014-08
CS5946,7/28/2012,0,7,88,2012-07
CS3419,8/6/2012,0,8,91,2012-08
CS5635,9/21/2013,0,9,96,2013-09
CS1650,3/10/2013,1,3,40,2013-03
CS2330,9/14/2013,0,9,85,2013-09
CS5242,7/12/2013,0,7,71,2013-07
CS2364,11/10/2012,0,11,99,2012-11
CS2125,9/8/2014,0,9,56,2014-09
CS2927,4/7/2013,0,4,47,2013-04
CS2391,11/7/2013,0,11,82,2013-11
CS2742,11/16/2013,0,11,52,2013-11
CS2329,5/31/2013,0,5,64,2013-05
CS2559,7/28/2011,0,7,91,2011-07
CS4749,2/26/2012,0,2,105,2012-02
CS1648,4/13/2012,0,4,100,2012-04
CS3415,7/11/2012,1,7,46,2012-07
CS5049,3/15/2014,0,3,68,2014-03
CS1349,4/14/2013,0,4,81,2013-04
CS5421,4/7/2012,0,4,74,2012-04
CS5682,2/20/2012,0,2,35,2012-02
CS1323,11/11/2014,0,11,56,2014-11
CS3447,12/13/2012,0,12,90,2012-12
CS4746,7/31/2013,1,7,86,2013-07
CS3212,6/4/2014,0,6,44,2014-06
CS4214,7/16/2013,0,7,39,2013-07
CS3553,7/19/2013,0,7,103,2013-07
CS1962,7/13/2014,0,7,102,2014-07
CS3971,12/25/2012,0,12,80,2012-12
CS5115,12/27/2014,1,12,50,2014-12
CS3220,3/15/2015,0,3,102,2015-03
CS3881,3/29/2014,0,3,76,2014-03
CS3943,11/7/2011,0,11,96,2011-11
CS2732,10/16/2012,0,10,94,2012-10
CS4729,1/27/2013,0,1,99,2013-01
CS5600,7/20/2012,0,7,40,2012-07
CS1386,9/17/2014,0,9,36,2014-09
CS3584,2/4/2012,0,2,69,2012-02
CS5756,9/15/2013,0,9,84,2013-09
CS2341,12/19/2014,1,12,77,2014-12
CS4775,3/7/2013,0,3,79,2013-03
CS2932,2/20/2013,0,2,76,2013-02
CS4799,12/26/2011,0,12,38,2011-12
CS3205,10/6/2012,0,10,36,2012-10
CS5694,9/25/2011,0,9,60,2011-09
CS4418,12/13/2012,0,12,99,2012-12
CS4486,2/15/2012,0,2,61,2012-02
CS1653,7/21/2014,1,7,81,2014-07
CS1482,9/13/2014,0,9,37,2014-09
CS3513,7/1/2012,0,7,86,2012-07
CS3786,1/29/2015,0,1,71,2015-01
CS1338,12/10/2013,0,12,80,2013-12
CS4693,6/7/2014,0,6,66,2014-06
CS5379,12/30/2012,0,12,42,2012-12
CS4197,11/1/2014,0,11,60,2014-11
CS4291,5/23/2014,0,5,82,2014-05
CS1925,11/8/2013,0,11,90,2013-11
CS2867,11/30/2013,1,11,90,2013-11
CS2565,1/21/2015,0,1,67,2015-01
CS2523,12/27/2013,0,12,102,2013-12
CS3985,6/8/2011,0,6,55,2011-06
CS5666,7/15/2013,0,7,49,2013-07
CS3074,11/16/2011,0,11,38,2011-11
CS4892,7/23/2013,0,7,38,2013-07
CS1391,9/28/2012,0,9,97,2012-09
CS3363,9/13/2012,0,9,61,2012-09
CS2538,8/7/2014,0,8,85,2014-08
CS4713,6/18/2014,0,6,101,2014-06
CS5599,8/14/2013,1,8,61,2013-08
CS5611,1/17/2015,0,1,86,2015-01
CS4629,9/20/2013,0,9,66,2013-09
CS4646,12/4/2012,0,12,70,2012-12
CS4931,6/20/2014,0,6,67,2014-06
CS4424,10/4/2014,0,10,96,2014-10
CS3456,7/7/2013,1,7,83,2013-07
CS5592,2/18/2014,0,2,45,2014-02
CS1369,8/17/2012,0,8,98,2012-08
CS3283,12/28/2013,0,12,83,2013-12
CS5114,9/18/2014,0,9,55,2014-09
CS3662,1/18/2012,0,1,62,2012-01
CS2837,12/3/2011,0,12,59,2011-12
CS2679,6/23/2013,0,6,69,2013-06
CS4456,5/3/2012,0,5,71,2012-05
CS4159,2/15/2013,0,2,59,2013-02
CS4981,11/22/2012,0,11,55,2012-11
CS5254,8/31/2014,0,8,40,2014-08
CS5853,8/26/2014,0,8,69,2014-08
CS3248,3/5/2014,0,3,36,2014-03
CS4646,6/8/2012,0,6,66,2012-06
CS3170,5/4/2012,0,5,54,2012-05
CS4016,6/10/2012,1,6,60,2012-06
CS5781,6/26/2014,0,6,89,2014-06
CS2661,8/7/2011,1,8,65,2011-08
CS6072,6/11/2011,0,6,72,2011-06
CS3364,4/16/2012,1,4,66,2012-04
CS5077,7/31/2013,0,7,77,2013-07
CS4276,8/17/2014,1,8,67,2014-08
CS2484,4/12/2013,0,4,94,2013-04
CS3434,9/9/2011,0,9,52,2011-09
CS1156,6/25/2011,0,6,91,2011-06
CS5097,12/22/2011,0,12,57,2011-12
CS1513,11/30/2014,0,11,69,2014-11
CS4382,4/5/2014,0,4,71,2014-04
CS4831,4/29/2012,0,4,95,2012-04
CS5260,6/14/2013,1,6,102,2013-06
CS3575,6/13/2012,0,6,96,2012-06
CS3912,4/4/2014,0,4,54,2014-04
CS2555,12/9/2014,0,12,100,2014-12
CS3147,3/25/2014,1,3,82,2014-03
CS3653,12/20/2011,0,12,97,2011-12
